head,relation,tail,time
Philippines,Express intent to meet or negotiate,National Democratic Front (Philippines),2014-10-22
Victor Ponta,Make statement,Romania,2014-10-04
Benjamin Netanyahu,Accuse,Hamas,2014-06-17
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-11-11
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-11-26
Citizen (Kenya),Accuse,William Ruto,2014-03-04
South Korea,Engage in diplomatic cooperation,Japan,2014-07-28
Member of Parliament (Iran),Consult,Mohammad Javad Zarif,2014-02-22
Paraguay,Consult,Horacio Cartes,2014-01-07
Citizen (India),Criticize or denounce,Court Judge (India),2014-04-28
Iraq,Consult,Mohammad Javad Zarif,2014-01-25
Algirdas Butkevičius,Express intent to meet or negotiate,Taavi Rõivas,2014-12-05
Chongwadai,Engage in negotiation,Park Won-soon,2014-07-24
Abdel Fattah Al-Sisi,Make statement,Police (Egypt),2014-01-11
Kim Jong-Un,Consult,Xi Jinping,2014-10-01
Horacio Cartes,Consult,Paraguay,2014-07-29
Lawyer/Attorney (Kenya),Make statement,Police (Kenya),2014-12-24
Barack Obama,Accuse,North Korea,2014-12-22
Foreign Affairs (United States),Engage in negotiation,Abdel Fattah Al-Sisi,2014-09-14
Sudan,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-06-23
Lawyer/Attorney (Australia),Make an appeal or request,Citizen (Australia),2014-10-13
China,Consult,Sushil Koirala,2014-06-06
Grand National Party,Express intent to cooperate,Democratic Party,2014-02-27
Hamas,fight with small arms and light weapons,Israeli Defense Forces,2014-07-24
Government Official (United States),Consult,Andrius Krivas,2014-10-29
Uhuru,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-09-29
Iran,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-08-10
Progressive Party (Nigeria),Make statement,Presidential Candidate (Nigeria),2014-12-01
China,Make an appeal or request,Philippines,2014-05-07
Mahinda Rajapaksa,Engage in negotiation,Xi Jinping,2014-09-17
Military Personnel - Special (Nigeria),fight with small arms and light weapons,Citizen (Nigeria),2014-03-10
Police (Kenya),Demand,Citizen (Kenya),2014-10-01
Cabinet / Council of Ministers / Advisors (United States),Consult,Mohammad Javad Zarif,2014-11-23
Nuri al-Maliki,Criticize or denounce,Party Member (Iraq),2014-08-15
Jens Stoltenberg,Meet at a 'third' location,Haider Al-Abadi,2014-12-03
Education Ministry (Georgia),Sign formal agreement,Business (Georgia),2014-04-23
François Hollande,Praise or endorse,Serge Lazarevic,2014-12-10
Tajikistan,Engage in negotiation,China,2014-01-29
Hamas,Use conventional military force,Israeli Defense Forces,2014-08-05
Government (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-05-02
Vasundhara Raje,Consult,Member of Parliament (India),2014-11-09
China,Express intent to engage in diplomatic cooperation (such as policy support),New Zealand,2014-11-20
Xi Jinping,Sign formal agreement,Barack Obama,2014-11-26
Citizen (United Kingdom),Criticize or denounce,Party Member (United Kingdom),2014-11-05
Iraq,Consult,Iran,2014-10-22
Fang Fenghui,Consult,Samuel J. Locklear,2014-07-08
Barack Obama,Consult,Angela Merkel,2014-05-05
Police (Kenya),fight with small arms and light weapons,Citizen (Kenya),2014-01-29
Association of Southeast Asian Nations,Engage in diplomatic cooperation,China,2014-04-21
Military Personnel (Kenya),Consult,The Standard,2014-10-02
John Kerry,Consult,Angola,2014-05-06
France,Engage in negotiation,China,2014-05-20
China,Express intent to cooperate,Vietnam,2014-10-18
Chuck Hagel,Make statement,China,2014-05-31
Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-12-13
Labor and Employment Ministry (Bahrain),Consult,Head of Government (Bahrain),2014-09-12
People Associated with the Opposition (Australia),Consult,Steven Marshall,2014-06-06
Police (South Africa),fight with small arms and light weapons,Men (South Africa),2014-06-06
Citizen (Zambia),Demand,Party Member (Zambia),2014-12-11
Laos,Engage in diplomatic cooperation,Vietnam,2014-12-12
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-03-11
Court Judge (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-02-27
South Korea,Reject,North Korea,2014-01-03
Thailand,Express intent to cooperate,Philippines,2014-08-03
International Monetary Fund,Engage in negotiation,Yannis Stournaras,2014-06-09
Antonis Samaras,Consult,New Democracy,2014-02-28
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-03-25
South Korea,Reject,North Korea,2014-01-20
Cambodia,Make an appeal or request,Thailand,2014-07-01
France,Reduce relations,Cameroon,2014-05-12
Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2014-07-16
Military (Vietnam),Cooperate militarily,Military (Cambodia),2014-06-19
Citizen (Nigeria),Accuse,Oluṣẹgun Ọbasanjọ,2014-12-19
Nuri al-Maliki,Make statement,Iraq,2014-05-10
Foreign Affairs (Czech Republic),Sign formal agreement,China,2014-07-08
China,Make statement,Xi Jinping,2014-09-19
Foreign Affairs (United States),Make statement,Al Jazeera,2014-09-01
Arseniy Yatsenyuk,Express intent to meet or negotiate,Vitali Klitschko,2014-02-18
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-03-08
China,Engage in negotiation,Canada,2014-11-08
Algirdas Butkevičius,Consult,Head of Government (China),2014-12-22
Barack Obama,Sign formal agreement,Xi Jinping,2014-12-01
Media (South Africa),Consult,Ministry (South Africa),2014-10-23
Governor (Kenya),Make an appeal or request,Citizen (Kenya),2014-06-13
China,Consult,France,2014-06-20
Afghanistan,Sign formal agreement,China,2014-12-29
Nuri al-Maliki,Make statement,Barack Obama,2014-01-11
Guerrilla (Revolutionary Armed Forces of Colombia),Engage in negotiation,Colombia,2014-09-25
Head of Government (Pakistan),Consult,Raheel Sharif,2014-01-23
Ashraf Ghani Ahmadzai,Sign formal agreement,Abdullah Abdullah,2014-09-30
Iraq,Sign formal agreement,Defense / Security Ministry (Czech Republic),2014-09-17
Armed Gang (India),Use unconventional violence,Citizen (India),2014-04-18
Abdiweli Sheikh Ahmed,Consult,United Arab Emirates,2014-03-04
Victor Ponta,Make statement,Romania,2014-04-17
Angela Merkel,Consult,Barack Obama,2014-07-04
John Baird,Make statement,Canada,2014-07-05
John Kerry,Consult,Foreign Affairs (Ukraine),2014-04-17
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-12-01
Israeli Defense Forces,Accuse,Hamas,2014-08-03
North Korea,fight with small arms and light weapons,South Korea,2014-05-23
Imran Khan,Praise or endorse,Protester (Pakistan),2014-09-01
Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2014-09-23
Vietnam,Express intent to cooperate,Cambodia,2014-06-25
Tajikistan,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-04-01
Sierra Leone,Consult,Guinea,2014-09-23
Abdullah Abdullah,Express intent to engage in diplomatic cooperation (such as policy support),Ashraf Ghani Ahmadzai,2014-09-25
Iran,Consult,Oman,2014-03-13
Other Authorities / Officials (Nigeria),Make statement,Ministry (Nigeria),2014-05-21
John Kerry,Consult,Holy See,2014-01-13
Iran,Engage in negotiation,UN Security Council,2014-06-01
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-07-02
John Kerry,Consult,Canada,2014-11-22
South Korea,Express intent to meet or negotiate,Japan,2014-12-12
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-08-07
North Atlantic Treaty Organization,Sign formal agreement,Afghanistan,2014-10-10
Angela Merkel,Engage in negotiation,Barack Obama,2014-06-04
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-06-17
South Korea,Sign formal agreement,North Korea,2014-02-14
Governor (Kenya),Consult,Media (Kenya),2014-11-18
Ashraf Ghani Ahmadzai,Make a visit,Abdullah Abdullah,2014-06-24
Malaysia,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-06-04
Boko Haram,Criticize or denounce,Citizen (Nigeria),2014-05-08
Cabinet / Council of Ministers / Advisors (United States),Consult,Nasser Judeh,2014-01-27
Jakaya Mrisho Kikwete,Make an appeal or request,Citizen (Tanzania),2014-08-22
Indigenous People (Turkey),Engage in material cooperation,Justice and Development Party,2014-01-31
Japan,Express intent to cooperate,China,2014-11-08
Domestic Affairs (Yemen),Consult,Al Sharq al Awsat,2014-07-30
Labaran Maku,Consult,Ministry (Nigeria),2014-04-14
Citizen (Nigeria),Accuse,Government (Nigeria),2014-10-08
Evangelos Venizelos,Sign formal agreement,Sabah Khaled Al-Hamad Al-Sabah,2014-06-12
Ethiopia,Express intent to meet or negotiate,Sudan,2014-10-12
Sudan,Express intent to cooperate,Ethiopia,2014-05-19
High Commission for Refugees,Engage in negotiation,Other Authorities / Officials (Lebanon),2014-05-10
North Korea,Make empathetic comment,South Korea,2014-05-22
UN Security Council,Consult,Rashid Gumarovich Nurgaliyev,2014-03-13
Police (Canada),Investigate,Canada,2014-08-02
Citizen (India),Make an appeal or request,Medical Personnel (India),2014-12-02
Foreign Affairs (United States),Consult,Iraq,2014-06-24
Citizen (Australia),Physically assault,Police (Australia),2014-10-03
Antonis Samaras,Discuss by telephone,Joseph Robinette Biden,2014-04-03
South Korea,Consult,China,2014-11-13
South Korea,Consult,Japan,2014-06-30
Citizen (Thailand),fight with small arms and light weapons,Thailand,2014-03-03
North Korea,Demand,South Korea,2014-07-23
John Kerry,Consult,Benjamin Netanyahu,2014-01-02
Association of Southeast Asian Nations,Meet at a 'third' location,Akinori Eto,2014-11-19
South Korea,"Reject plan, agreement to settle dispute",North Korea,2014-07-17
Foreign Affairs (South Korea),Make an appeal or request,Japan,2014-11-12
Iran,Consult,Japan,2014-03-05
Mark Simmonds,Consult,James Wani Igga,2014-04-19
Head of Government (Egypt),Consult,Ethiopia,2014-12-19
France,Make statement,Iran,2014-06-18
Pervez Musharraf,Sign formal agreement,Pakistan People's Party,2014-07-14
Government (Pakistan),Express intent to cooperate,Pakistan Tehreek-e-Insaf,2014-08-24
China,Praise or endorse,UN Security Council,2014-04-11
Citizen (India),Make an appeal or request,Tarun Gogoi,2014-08-19
Xi Jinping,Consult,Vincent C. Siew,2014-11-09
High Ranking Military Personnel (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-10-02
Niger,Grant diplomatic recognition,Fiji,2014-09-10
Toomas Hendrik Ilves,Consult,Barack Obama,2014-09-03
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-11-21
Head of Government (Ukraine),Make statement,Yulia Tymoshenko,2014-02-23
John Kerry,Praise or endorse,China,2014-11-04
Foreign Affairs (Venezuela),Consult,María Ángela Holguín,2014-11-24
Citizen (Australia),Use unconventional violence,Criminal (Australia),2014-10-26
Haider Al-Abadi,Make statement,Nuri al-Maliki,2014-09-27
Raheel Sharif,Consult,Mehmood Khan Achakzai,2014-01-31
Japan,Engage in negotiation,South Korea,2014-11-10
Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2014-02-28
Barack Obama,Make statement,Xi Jinping,2014-03-24
Japan,Engage in negotiation,Ethiopia,2014-09-22
Court Judge (Nigeria),Accuse,Citizen (Nigeria),2014-12-11
New Zealand,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-07-22
Tanzania,Sign formal agreement,Burundi,2014-03-14
Iran,Praise or endorse,Hamas,2014-05-07
Iran,Consult,Hamas,2014-12-22
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-12-13
Angela Merkel,Express intent to engage in diplomatic cooperation (such as policy support),Barack Obama,2014-02-20
Citizen (India),Accuse,Company - Owner or Operator (India),2014-07-27
Mohammad Javad Zarif,Engage in negotiation,Catherine Ashton,2014-07-11
North Korea,Make statement,Kim Jong-Un,2014-02-04
South Korea,fight with artillery and tanks,North Korea,2014-04-02
Abdel Fattah Al-Sisi,Consult,Umar al Bashir,2014-10-19
European Central Bank,Sign formal agreement,International Monetary Fund,2014-05-22
Police (Philippines),Make statement,Military Personnel - Special (Philippines),2014-06-29
Japan,Express intent to meet or negotiate,South Korea,2014-03-27
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-07-29
Other Authorities / Officials (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-04-21
Xi Jinping,Make statement,China,2014-12-15
Sergey Viktorovich Lavrov,Express intent to cooperate economically,Børge Brende,2014-01-19
Xi Jinping,Make statement,China,2014-07-02
Citizen (Namibia),Make an appeal or request,Other Authorities / Officials (Namibia),2014-11-24
John Kerry,Make statement,Sergey Viktorovich Lavrov,2014-04-23
Police (Australia),Make an appeal or request,Citizen (Australia),2014-09-15
Citizen (Yemen),Use unconventional violence,Combatant (Yemen),2014-10-22
Israeli Defense Forces,Use conventional military force,Hamas,2014-08-22
High Commission for Refugees,Consult,Student (Congo),2014-06-18
Representatives (Malaysia),Express intent to meet or negotiate,Datuk Seri Musa Aman,2014-05-09
Evo Morales,Make statement,Bolivia,2014-05-15
James Wani Igga,Consult,Mark Simmonds,2014-04-19
Justice Department/Ministery (India),Express intent to meet or negotiate,Citizen (India),2014-07-27
South Africa,Sign formal agreement,China,2014-07-15
South Korea,Engage in negotiation,China,2014-03-17
Other Authorities / Officials (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-07-29
International Monetary Fund,Sign formal agreement,European Central Bank,2014-05-22
John Kerry,Express intent to meet or negotiate,Benjamin Netanyahu,2014-11-13
China,Engage in diplomatic cooperation,Philippines,2014-12-06
Citizen (Nigeria),Accuse,Kayode Fayemi,2014-11-04
Legislature (Ecuador),Consult,Iran,2014-05-31
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-12-01
Catherine Ashton,Express intent to meet or negotiate,Guenther Oettinger,2014-08-26
Citizen (India),Make an appeal or request,Sikh (India),2014-07-07
North Korea,Meet at a 'third' location,Japan,2014-03-02
Cambodia,Consult,Vietnam,2014-11-13
France,Engage in diplomatic cooperation,Morocco,2014-06-06
Men (South Africa),fight with small arms and light weapons,Police (South Africa),2014-02-01
Citizen (India),Bring lawsuit against,Medical Personnel (India),2014-11-01
Defense / Security Ministry (India),Consult,Employee (India),2014-11-12
Cabinet / Council of Ministers / Advisors (United States),Meet at a 'third' location,Daniel Mitov,2014-12-02
Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-03-25
Joseph Robinette Biden,Discuss by telephone,Massoud Barzani,2014-02-02
Member of Parliament (Australia),Demand,Citizen (Australia),2014-05-29
Head of Government (Nigeria),Make statement,Government (Nigeria),2014-08-07
Japan,Engage in negotiation,North Korea,2014-04-16
Iran,Consult,Head of Government (Pakistan),2014-12-06
Citizen (Nigeria),Bring lawsuit against,Government (Nigeria),2014-07-21
Thailand,Reject,Citizen (Thailand),2014-10-28
Military Police (Cambodia),Discuss by telephone,Agence France-Presse,2014-01-26
Japan,Make pessimistic comment,France,2014-07-30
Joseph Sinde Warioba,Make an appeal or request,Citizen (Tanzania),2014-11-26
Hun Sen,Make statement,Cambodia,2014-05-28
Zaheerul Islam,Consult,Chaudhry Nisar Ali Khan,2014-03-21
Citizen (India),Provide humanitarian aid,Employee (India),2014-02-06
Assemblies (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-02-03
John Kerry,Consult,Catherine Ashton,2014-08-11
Chuck Hagel,Criticize or denounce,China,2014-06-19
Sergey Viktorovich Lavrov,Engage in negotiation,John Kerry,2014-03-24
Japan,Express intent to engage in diplomatic cooperation (such as policy support),North Korea,2014-03-10
Evangelos Venizelos,Consult,Antonis Samaras,2014-07-14
Xi Jinping,Make statement,China,2014-09-23
Iraq,Engage in negotiation,Haider Al-Abadi,2014-08-17
Japan,Consult,China,2014-07-01
Karl Erjavec,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-05-30
Police (Australia),Make an appeal or request,Citizen (Australia),2014-12-18
Iran,Consult,Iraq,2014-04-09
François Hollande,Express intent to meet or negotiate,Barack Obama,2014-06-05
Election Commission (Afghanistan),Make statement,Ashraf Ghani Ahmadzai,2014-09-28
Xi Jinping,Express intent to meet or negotiate,Mamnoon Hussain,2014-03-29
Afghanistan,Consult,Raheel Sharif,2014-05-22
Lawyer/Attorney (Philippines),Make statement,City Mayor (Philippines),2014-09-18
Nicos Anastasiades,Discuss by telephone,Antonis Samaras,2014-10-06
Military Personnel (United States),Engage in negotiation,Vietnam,2014-08-14
Mohammad Javad Zarif,Make statement,Iran,2014-02-24
China,Criticize or denounce,Philippines,2014-04-04
Ministry (Russia),Consult,Nuri al-Maliki,2014-02-20
Senate (Argentina),Consult,Sergio Massa,2014-05-02
France,Engage in negotiation,Iran,2014-06-03
Imran Khan,Make statement,Pakistan Tehreek-e-Insaf,2014-09-07
Mohammad Javad Zarif,Consult,Evangelos Venizelos,2014-09-26
Citizen (Australia),Accuse,Police (Australia),2014-03-30
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-05-08
Foreign Affairs (Russia),Consult,Ahmed bin Daghr,2014-01-06
Thailand,Make statement,Protester (Thailand),2014-02-03
Benjamin Netanyahu,Consult,Barack Obama,2014-10-13
Radoslaw Sikorski,Consult,Sergey Viktorovich Lavrov,2014-02-23
Hezbollah,Consult,Legislature (Lebanon),2014-04-17
François Hollande,Make statement,Government (France),2014-05-23
Al-Shabaab,Use conventional military force,African Union,2014-06-16
Governor (India),Make an appeal or request,Citizen (India),2014-12-03
Prayuth Chan-ocha,Make statement,Military (Thailand),2014-04-30
Barack Obama,Engage in negotiation,Xi Jinping,2014-03-24
Iraq,Discuss by telephone,Al Arabiya,2014-11-22
Mexico,Consult,Aladdin Boroujerdi,2014-12-07
Iran,Engage in diplomatic cooperation,France,2014-10-08
John Kerry,Criticize or denounce,China,2014-05-14
Citizen (India),Reject,Head of Government (India),2014-02-17
Raheel Sharif,Consult,John Kerry,2014-12-01
Head of Government (Egypt),Consult,Abdel Fattah Al-Sisi,2014-09-02
City Mayor (Philippines),Make statement,Philippines,2014-01-09
Employee (India),Threaten,Citizen (India),2014-12-12
South Africa,Sign formal agreement,France,2014-10-10
Husam Mughazi,Consult,Foreign Affairs (Ethiopia),2014-10-15
Ministry (Nigeria),Consult,Daily Trust,2014-08-29
Catherine Ashton,Express intent to meet or negotiate,Mohammad Javad Zarif,2014-09-17
Citizen (India),Complain officially,Head of Government (India),2014-10-19
Barack Obama,Consult,Ministry (Poland),2014-12-10
South Korea,Engage in diplomatic cooperation,China,2014-02-13
Elmar Mammadyarov,Consult,Evangelos Venizelos,2014-07-23
François Hollande,Consult,Angela Merkel,2014-05-12
Head of Government (Afghanistan),Make statement,Abdullah Abdullah,2014-08-25
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-08-09
South Africa,Sign formal agreement,China,2014-12-08
Hamad bin Ali al-Attiyah,Sign formal agreement,Chuck Hagel,2014-07-14
Hamas,Make statement,Barack Obama,2014-07-17
United Russia,Consult,Government Official (Russia),2014-12-22
Lawyer/Attorney (United Kingdom),Express intent to meet or negotiate,Government Official (United Kingdom),2014-04-27
China,Accuse,Barack Obama,2014-02-21
Retno Marsudi,Consult,Fumio Kishida,2014-11-08
Salman Khurshid,Consult,John Kerry,2014-01-22
Steffen Seibert,Make statement,Angela Merkel,2014-11-08
Foreign Affairs (Russia),Meet at a 'third' location,Cabinet / Council of Ministers / Advisors (United States),2014-03-15
China,Criticize or denounce,Barack Obama,2014-02-21
Head of Government (China),Engage in negotiation,China,2014-11-14
UN Security Council,Engage in negotiation,Iran,2014-05-17
France,Consult,Canada,2014-03-25
Vietnam,Criticize or denounce,China,2014-05-23
Oman,Consult,Iran,2014-08-05
China,Express intent to settle dispute,Japan,2014-12-31
Bhaskar Reddy,Consult,Media (India),2014-06-17
Sudan,Engage in diplomatic cooperation,South Sudan,2014-03-23
Yair Lapid,Criticize or denounce,Benjamin Netanyahu,2014-12-03
China,Host a visit,North Korea,2014-06-30
Citizen (Nigeria),Accuse,Government (Nigeria),2014-07-18
Iran,Consult,Tajikistan,2014-02-10
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-03-16
Barack Obama,Make statement,North Atlantic Treaty Organization,2014-06-03
François Hollande,Engage in negotiation,Angela Merkel,2014-12-22
North Korea,Accuse,Barack Obama,2014-12-22
North Atlantic Treaty Organization,Consult,Daniel Mitov,2014-12-03
North Korea,Express intent to meet or negotiate,Japan,2014-11-20
China,Engage in diplomatic cooperation,South Korea,2014-05-24
Benjamin Netanyahu,Consult,Legislature (Israel),2014-01-20
Pavlo Klimkin,Engage in negotiation,North Atlantic Treaty Organization,2014-12-02
Armed Rebel (Syria),Accuse,Government (Syria),2014-04-15
Citizen (India),Make an appeal or request,Employee (India),2014-04-27
Citizen (Kenya),Demand,Governor (Kenya),2014-06-23
Sabah Khaled Al-Hamad Al-Sabah,Consult,Ministry (Kuwait),2014-11-09
Thailand,Praise or endorse,Hun Sen,2014-05-11
Philip Hammond,Express accord,Miroslav Lajcak,2014-10-30
Head of Government (Kenya),Make an appeal or request,Citizen (Kenya),2014-09-15
Martin Indyk,Consult,Tzipi Livni,2014-04-03
Barack Obama,Express intent to meet or negotiate,Japan,2014-04-07
Business (Panama),Engage in negotiation,Government (Panama),2014-03-14
France,Make a visit,Iran,2014-09-13
Iran,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-05-22
Philip Hammond,Praise or endorse,Iraq,2014-12-03
Government (Nigeria),Make an appeal or request,Education (Nigeria),2014-09-22
China,Express intent to cooperate,South Korea,2014-01-21
Mohamed Ould Abdel Aziz,Consult,Foreign Affairs (Mauritania),2014-10-24
Morocco,Express intent to engage in diplomatic cooperation (such as policy support),Mauritania,2014-10-15
Japan,Praise or endorse,China,2014-04-23
Defense / Security Ministry (United States),Consult,Chang Wanquan,2014-04-09
Alexis Tsipras,Criticize or denounce,Antonis Samaras,2014-12-21
Iran,Engage in diplomatic cooperation,France,2014-02-07
Abdel Fattah Al-Sisi,Sign formal agreement,China,2014-12-24
Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-12-02
Xi Jinping,Sign formal agreement,Islam Karimov,2014-09-09
Citizen (Nigeria),Make pessimistic comment,Government (Nigeria),2014-11-12
Myanmar,Consult,Laos,2014-08-31
Raheel Sharif,Consult,Afghanistan,2014-11-06
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-06-04
China,Make a visit,North Korea,2014-02-21
Didier Burkhalter,Consult,Foreign Affairs (Ukraine),2014-04-14
Edgars Rinkevics,Consult,Federica Mogherini,2014-11-14
Head of Government (India),Criticize or denounce,Citizen (India),2014-04-11
Kuwait,Sign formal agreement,Iran,2014-06-05
Citizen (Thailand),Reject,Thailand,2014-06-10
South Korea,Consult,Liu Zhenmin,2014-02-22
Sudan,Make an appeal or request,UN Security Council,2014-08-08
François Hollande,Engage in negotiation,Royal Administration (Saudi Arabia),2014-09-03
Arseniy Yatsenyuk,Consult,Head of Government (Germany),2014-01-31
Thief (India),Use unconventional violence,Citizen (India),2014-08-10
Thief (India),fight with small arms and light weapons,Citizen (India),2014-02-01
Iran,Express intent to meet or negotiate,Catherine Ashton,2014-01-13
Federica Mogherini,Express intent to meet or negotiate,Vytenis Povilas Andriukaitis,2014-12-06
Lawmaker (Serbia),Consult,Legislature (Serbia),2014-08-02
Oman,Consult,Iran,2014-11-29
Paris Club,Sign formal agreement,Government (Argentina),2014-05-29
Murtala Nyako,Make an appeal or request,Citizen (Nigeria),2014-12-03
Cameroon,Meet at a 'third' location,Niger,2014-09-03
Salman Khurshid,Express intent to cooperate,Mohammad Javad Zarif,2014-03-01
North Korea,Engage in negotiation,Foreign Affairs (Mongolia),2014-09-19
Kuwait,Express intent to cooperate,Mauritania,2014-05-22
Police (Egypt),Consult,Secretariat (Egypt),2014-05-26
Barack Obama,Express intent to cooperate,Xi Jinping,2014-11-13
Armed Gang (Hashid Tribe),Use unconventional violence,Militant (Yemen),2014-01-23
Court Judge (United Kingdom),Make an appeal or request,Citizen (United Kingdom),2014-06-18
Foreign Affairs (South Korea),Consult,Abdel Fattah Al-Sisi,2014-11-24
Benjamin Netanyahu,Consult,John Kerry,2014-12-07
RIA Novosti,Make statement,Ministry (Russia),2014-07-04
Japan,Express intent to meet or negotiate,China,2014-03-21
Citizen (Thailand),Express intent to meet or negotiate,Thailand,2014-01-26
Governor (Kenya),Make an appeal or request,Citizen (Kenya),2014-07-14
France,Engage in diplomatic cooperation,Morocco,2014-05-24
South Korea,Make statement,North Korea,2014-05-22
Citizen (Malaysia),Use unconventional violence,Militant (Malaysia),2014-11-26
Citizen (India),Make an appeal or request,Akhilesh Yadav,2014-11-19
City Mayor (Philippines),Express intent to engage in diplomatic cooperation (such as policy support),Philippines,2014-11-05
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-05-30
Criminal (Brazil),"Abduct, hijack, or take hostage",Citizen (Brazil),2014-08-26
Abdullah Abdullah,Make statement,Afghanistan,2014-09-29
Citizen (Kenya),Accuse,Police (Kenya),2014-07-02
Jens Stoltenberg,Make statement,North Atlantic Treaty Organization,2014-10-10
Boko Haram,Engage in negotiation,Government (Nigeria),2014-05-05
Associated Press,Discuss by telephone,Governor (Colombia),2014-11-06
Foreign Affairs (Latvia),Engage in diplomatic cooperation,European Parliament,2014-11-06
Association of Southeast Asian Nations,Make an appeal or request,North Korea,2014-10-09
Government (Sudan),Accuse,Military (South Sudan),2014-03-06
Education Ministry (Angola),Sign formal agreement,Government (Angola),2014-01-23
Court Judge (Nigeria),Accuse,Citizen (Nigeria),2014-02-27
Iran,Consult,Islamic Preacher (Iran),2014-03-11
Head of Government (India),Express intent to meet or negotiate,Citizen (India),2014-01-15
Fiji,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-11-22
Prayuth Chan-ocha,Consult,Prajin Jantong,2014-01-27
François Hollande,Make statement,France,2014-10-01
Government Official (Zimbabwe),Consult,International Monetary Fund,2014-09-26
Foreign Affairs (Macedonia),Engage in negotiation,Cabinet / Council of Ministers / Advisors (United States),2014-04-03
Prayuth Chan-ocha,Make statement,Military (Thailand),2014-01-27
Nuri al-Maliki,Make statement,Iran,2014-05-18
Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-03-08
Foreign Affairs (Ukraine),Consult,Foreign Affairs (Czech Republic),2014-11-20
Adams Oshiomhole,Engage in symbolic act,Citizen (Nigeria),2014-12-09
Military (Thailand),Criticize or denounce,Citizen (Thailand),2014-01-13
Japan,Engage in negotiation,Iran,2014-07-06
Communist Party of India,Consult,Head of Government (India),2014-05-25
Victor Ponta,Make statement,Klaus Johannis,2014-11-04
Prayuth Chan-ocha,Demand,Citizen (Thailand),2014-09-16
Japan,Engage in negotiation,North Korea,2014-03-31
Head of Government (Ukraine),Express intent to meet or negotiate,Barack Obama,2014-09-18
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-03-20
Benjamin Netanyahu,Consult,Pavlo Klimkin,2014-10-24
Foreign Affairs (Russia),Discuss by telephone,John Kerry,2014-02-24
Xi Jinping,Consult,Barack Obama,2014-11-14
Criminal (Bangladesh),fight with small arms and light weapons,Citizen (Bangladesh),2014-10-26
Foreign Affairs (Russia),Consult,Foreign Affairs (Ukraine),2014-06-20
Citizen (Nigeria),Accuse,Government (Nigeria),2014-08-11
Sergey Viktorovich Lavrov,Meet at a 'third' location,John Kerry,2014-04-01
Sergey Viktorovich Lavrov,Engage in negotiation,Foreign Affairs (Syria),2014-01-17
Muslim (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-05-26
Government (Nigeria),Make statement,Education (Nigeria),2014-09-15
Benjamin Netanyahu,Consult,Yair Lapid,2014-05-29
Cabinet / Council of Ministers / Advisors (United States),Engage in negotiation,Sergey Viktorovich Lavrov,2014-10-19
Ministry (Kuwait),Consult,Foreign Affairs (Kuwait),2014-12-31
Prayuth Chan-ocha,Consult,Xi Jinping,2014-12-25
